0,1
1,1.1
2,1.2100000000000002
3,1.3310000000000004
4,1.4641000000000006
5,1.6105100000000008
6,1.771561000000001
7,1.9487171000000014
8,2.1435888100000016
9,2.357947691000002
10,2.5937424601000023
11,2.853116706110003
12,3.1384283767210035
13,3.4522712143931042
14,3.797498335832415
15,4.177248169415656
16,4.594972986357222
17,5.054470284992944
18,5.559917313492239
19,6.115909044841463
20,6.72749994932561
21,7.400249944258172
22,8.140274938683989
23,8.954302432552389
24,9.849732675807628
25,10.834705943388391
26,11.91817653772723
27,13.109994191499954
28,14.420993610649951
29,15.863092971714948
30,17.449402268886445
31,19.19434249577509
32,21.1137767453526
33,23.22515441988786
34,25.54766986187665
35,28.102436848064315
36,30.91268053287075
37,34.003948586157826
38,37.40434344477361
39,41.14477778925097
40,45.25925556817607
41,49.785181124993684
42,54.76369923749306
43,60.24006916124237
44,66.26407607736661
45,72.89048368510328
46,80.17953205361361
47,88.19748525897498
48,97.01723378487249
49,106.71895716335975
50,117.39085287969573
51,129.1299381676653
52,142.04293198443185
53,156.24722518287504
54,171.87194770116255
55,189.05914247127882
56,207.96505671840671
57,228.7615623902474
58,251.63771862927217
59,276.80149049219943
60,304.4816395414194
61,334.9298034955614
62,368.4227838451175
63,405.2650622296293
64,445.79156845259223
65,490.3707252978515
66,539.4077978276367
67,593.3485776104004
68,652.6834353714405
69,717.9517789085846
70,789.7469567994432
71,868.7216524793876
72,955.5938177273264
73,1051.1531995000591
74,1156.2685194500652
75,1271.8953713950718
76,1399.0849085345792
77,1538.9933993880372
78,1692.8927393268411
79,1862.1820132595253
80,2048.400214585478
81,2253.240236044026
82,2478.564259648429
83,2726.4206856132723
84,2999.0627541746
85,3298.96902959206
86,3628.8659325512663
87,3991.7525258063934
88,4390.927778387033
89,4830.020556225737
90,5313.0226118483115
91,5844.324873033143
92,6428.757360336458
93,7071.633096370105
94,7778.796406007116
95,8556.676046607829
96,9412.343651268613
97,10353.578016395475
98,11388.935818035023
99,12527.829399838525
